month,year,miub_echo_g.r3.ps,miub_echo_g.r1.rldscs,miub_echo_g.r3.rldscs,miub_echo_g.r1.rsdscs,miub_echo_g.r2.rsdscs,miub_echo_g.r3.rsdscs,miub_echo_g.r1.rsdt,miub_echo_g.r1.rsut,miub_echo_g.r2.rsut,miub_echo_g.r1.rsutcs,miub_echo_g.r2.rsutcs,miub_echo_g.r3.rsutcs,miub_echo_g.r1.rtmt,miub_echo_g.r2.rtmt,miub_echo_g.r3.rtmt,miub_echo_g.r1.tas,miub_echo_g.r1.tauv,miub_echo_g.r2.trsult,miub_echo_g.r3.trsult,miub_echo_g.r1.vas,miub_echo_g.r3.vas,nina12,nina34,nina4,nina3,wtio,setio,swio,soi,noi,wp,ep,pna,pdo
4,2024,100185.6406,417.0575562,435.891449,319.1015625,314.7578125,315.6640625,440.046875,78.859375,141.0703125,69.421875,68.75,69.6015625,69.92773438,79.9921875,73.22802734,303.548584,0.055728853,10.15483284,11.43052959,1.387861252,1.326601028,-,-,-,-,-,-,-,-,-,-,-,-,-
5,2024,100218.3438,419.9598694,424.6072693,317.125,313.21875,312.765625,440.8203125,106.625,137.9104004,68.5859375,69.60571289,69.94750977,82.24462891,79.27636719,75.30859375,301.7967834,0.041394413,12.32800674,13.55031681,1.178714752,1.126928329,-,-,-,-,-,-,-,-,-,-,-,-,-
6,2024,99999.21875,420.3855286,421.7969666,312.5,311.046875,311.7734375,437.3630371,168.7458496,163.703125,67.58178711,67.84375,67.9609375,71.83764648,47.43334961,68.0534668,300.3157349,0.088512361,9.151244164,9.014024734,2.127476692,1.335976601,-,-,-,-,-,-,-,-,-,-,-,-,-
7,2024,100190.6875,418.0647278,421.3956909,313.7578125,314.0625,312.6953125,437.03125,143.359375,176.2265625,67.1015625,66.7578125,67.10449219,75.35595703,65.41479492,49.59545898,299.7304688,0.023738086,6.071665287,8.341339111,0.876123428,0.966155052,-,-,-,-,-,-,-,-,-,-,-,-,-
8,2024,100184.6875,414.092865,416.3515625,313.25,312.453125,314.8203125,436.6171875,195.5546875,208.8442383,66.921875,66.98486328,66.875,46.82714844,33.04638672,66.74633789,298.6349792,0.041440189,7.949576378,6.13364172,1.302518845,0.617981911,-,-,-,-,-,-,-,-,-,-,-,-,-
9,2024,100119.9531,412.3511353,418.7878418,302.5840759,302.1558838,300.7298584,425.2141113,135.5352173,150.3952484,67.21046448,67.22180176,67.3624115,44.9574585,36.9083252,43.41238403,298.8616333,-0.015225112,10.52737331,11.59669781,-0.174386024,-0.44141674,-,-,-,-,-,-,-,-,-,-,-,-,-
10,2024,100296.8047,414.9407959,414.5417175,282.21875,280.203125,279.4296875,396.8671875,85.2734375,88.86888123,63.453125,66.01731873,63.89453125,43.76733398,36.10986328,21.44897461,300.7090454,-0.029858768,15.65144348,10.58893585,-0.868070602,-1.435152054,-,-,-,-,-,-,-,-,-,-,-,-,-
11,2024,100366.4609,410.7324829,414.878418,253.8671875,255.0859375,253.640625,362.5649414,111.3227539,85.08984375,59.85400391,60.41015625,59.72729492,11.52368164,4.406738281,2.732666016,300.2172241,-0.143968344,9.782824516,8.730556488,-2.521847725,-2.34833622,-,-,-,-,-,-,-,-,-,-,-,-,-
12,2024,100554.2891,397.2080994,401.8049316,242.3671875,239.4453125,240.65625,343.5009766,70.44628906,87.8984375,58.28222656,59.0078125,58.29052734,-0.137939453,-1.56640625,-8.986572266,301.3713989,-0.172615469,9.826096535,7.655678749,-3.113639832,-2.097475052,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2025,100465.9688,388.6644897,402.377594,249.671875,250.3203125,247.921875,354.4389648,72.26708984,70.49487305,60.64990234,60.24487305,60.36230469,-1.686523438,-0.131103516,8.132324219,300.7208557,-0.102298677,7.088580608,8.428051949,-1.711536407,-1.682386398,-,-,-,-,-,-,-,-,-,-,-,-,-
2,2025,100259.3984,399.4708862,409.1777344,280.609375,279.828125,276.84375,388.4389038,71.93109131,73.6171875,64.76702881,65.28125,63.762146,26.87207031,26.96142578,32.61987305,304.424469,0.037450016,9.634717941,7.628683567,0.669628143,-0.694904327,-,-,-,-,-,-,-,-,-,-,-,-,-
3,2025,100550.8672,413.4832764,400.6707153,306.5718079,306.5423889,305.7512817,422.713623,93.4414978,92.18449402,68.54930115,67.53839111,67.254776,63.82705688,57.61465454,60.28109741,305.9943848,-0.028804481,8.917271614,8.527949333,-0.168401718,-1.379301071,-,-,-,-,-,-,-,-,-,-,-,-,-
4,2025,100259.75,431.0513611,428.8018188,316.1015625,316.984375,319.5078125,440.0424805,91.92529297,86.74291992,70.67529297,68.98510742,69.21289063,65.22167969,84.75292969,73.96411133,306.8670044,0.056124568,9.094222069,8.499927521,1.39575386,1.925397873,-,-,-,-,-,-,-,-,-,-,-,-,-
5,2025,100194.1406,429.8493347,438.9942627,316.2109375,315.265625,314.6015625,440.8203125,114.7734375,113.5651855,68.7578125,69.45581055,70.2578125,79.13378906,75.75024414,69.55664063,303.6634521,0.053484559,10.71595287,13.44022179,1.499615669,1.63902092,-,-,-,-,-,-,-,-,-,-,-,-,-
6,2025,99909.04688,428.1187744,426.0230408,310.5390625,311.1796875,311.046875,437.375,142.015625,159.484375,68.390625,68.265625,68.3984375,72.77148438,69.05786133,57.25805664,301.1112366,0.024154067,10.54123974,10.63571548,0.941144943,2.075095177,-,-,-,-,-,-,-,-,-,-,-,-,-
7,2025,99980.51563,419.9627075,420.136261,311.765625,312.0234375,311.6015625,437.0327148,229.1030273,207.2294922,67.00146484,67.05761719,67.46313477,39.63208008,23.2890625,53.7331543,298.9855957,0.08844012,8.654691696,9.865832329,2.263196945,1.722242355,-,-,-,-,-,-,-,-,-,-,-,-,-
8,2025,100126.2969,418.8328857,417.3994751,312.71875,314.2734375,313.109375,436.625,168.8515625,157.2431641,67.0859375,66.71191406,66.8671875,44.74682617,64.84155273,43.74584961,299.2406616,-0.003949523,5.752094746,7.443719387,0.339981079,1.244903564,-,-,-,-,-,-,-,-,-,-,-,-,-
9,2025,100165.4375,413.6397705,417.9120789,300.7665405,302.4753723,301.9605408,425.2159729,177.4269104,170.3249054,67.46492004,66.20484924,66.914505,22.18725586,41.55072021,39.83453369,298.5878906,-0.004987955,7.804905415,9.633270264,-0.034294128,0.077837944,-,-,-,-,-,-,-,-,-,-,-,-,-
10,2025,100357.8125,421.162384,416.6177368,281.6171875,281.46875,278.21875,396.859375,92.9921875,92.8203125,63.4296875,63.375,65.12625122,36.95068359,39.33081055,32.73071289,301.2692261,-0.046670616,7.465353489,14.53377151,-1.169345856,-1.299686432,-,-,-,-,-,-,-,-,-,-,-,-,-
11,2025,100410.1875,417.8168335,418.3511963,254.3671875,254.3984375,255.9375,362.5625,86.03125,80.6640625,59.671875,60.5234375,58.83813477,8.821289063,6.530517578,13.77368164,301.8392944,-0.126732945,9.5890131,5.076267242,-2.155169487,-1.168185234,-,-,-,-,-,-,-,-,-,-,-,-,-
12,2025,100473.4297,414.841156,410.4185791,242.0234375,242.8046875,240.21875,343.5004883,66.73486328,61.07373047,57.63330078,58.50341797,57.67480469,-8.470947266,-10.42749023,-14.13110352,303.7266846,-0.021327138,6.831296921,6.380874634,-0.83784771,-1.658706665,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2026,100436.9531,399.7001648,400.6417542,251.6953125,252.5546875,250.6484375,354.4453125,77.109375,70.0625,60.078125,60.296875,60.63549805,8.400634766,5.737304688,13.08178711,303.5256653,-0.016657591,5.782568455,7.436607361,-0.535438538,-1.32290554,-,-,-,-,-,-,-,-,-,-,-,-,-
2,2026,100450.8594,428.4482727,404.5806274,274.390625,279.3359375,279.1015625,388.4453125,90.5859375,79.45703125,63.734375,64.48828125,64.76300049,32.19970703,33.64477539,29.01611328,305.0735474,0.032648146,8.004576683,8.737208366,0.699493408,-0.10823822,-,-,-,-,-,-,-,-,-,-,-,-,-
3,2026,100279.4375,419.0612183,430.920929,303.4489746,305.8565369,304.1665649,422.7136536,105.839447,82.65292358,66.73944092,67.75682068,67.98768616,59.30389404,55.2926178,61.78549194,301.7784119,-2.96E-05,9.632626534,11.08099556,0.223107338,1.511054039,-,-,-,-,-,-,-,-,-,-,-,-,-
4,2026,100293.25,426.7616882,427.4122925,315.5859375,315.6328125,315.15625,440.046875,132.921875,118.296875,68.25,69.921875,68.8984375,79.98461914,79.16845703,64.56616211,302.4940796,0.02838397,12.65688896,10.0736618,1.076070786,1.513678551,-,-,-,-,-,-,-,-,-,-,-,-,-
5,2026,100102.9531,421.1988525,431.5038757,313.2578125,315.5234375,316.9140625,440.8154297,143.9091797,109.0703125,69.93261719,68.8828125,69.77416992,72.8762207,83.59619141,92.10327148,300.958252,0.034969091,9.173819542,10.38801098,1.088531494,1.465072632,-,-,-,-,-,-,-,-,-,-,-,-,-
6,2026,100066.4375,420.6173706,430.6375122,310.1328125,311.4609375,312.171875,437.3608398,156.3764648,156.2209473,69.91552734,68.18188477,68.08105469,57.32421875,65.39086914,77.71923828,300.7199707,0.013240278,9.544664383,9.224786758,0.555463791,2.049409866,-,-,-,-,-,-,-,-,-,-,-,-,-
7,2026,100142.4297,416.1022034,417.1193848,314.15625,310.703125,314.1171875,437.0324707,174.8840332,191.6953125,67.0480957,68.3046875,66.84375,65.16162109,58.49243164,69.17626953,299.8961792,0.078719318,11.96820164,6.603444576,1.99372673,2.124410629,-,-,-,-,-,-,-,-,-,-,-,-,-
8,2026,100079.4531,415.6201172,419.9054871,313.6328125,312.046875,314.046875,436.6183472,162.7003632,180.5390625,67.21989441,67.046875,67.015625,59.63427734,36.27319336,76.07617188,299.355957,0.034110188,8.358288765,6.894365311,1.081801414,1.236678123,-,-,-,-,-,-,-,-,-,-,-,-,-
9,2026,100142.8281,416.3077393,415.605896,301.7858582,301.5115356,301.9340515,425.2124939,166.4111938,136.2120667,67.10180664,66.92456055,66.3608551,45.0173645,45.43212891,33.39851379,299.4125366,-0.017783403,10.3946743,8.512025833,-0.23208046,-0.143455505,-,-,-,-,-,-,-,-,-,-,-,-,-
10,2026,100440.2344,412.9458313,415.2174683,279.59375,280.0390625,279.3515625,396.859375,94.3203125,129.6329346,65.2578125,63.35168457,64.3515625,29.59741211,26.1730957,36.4777832,300.7909546,-0.08132422,8.52765274,11.32191372,-1.706789017,-1.213299751,-,-,-,-,-,-,-,-,-,-,-,-,-
11,2026,100440.9609,409.8687134,407.8103638,257.421875,255.453125,255.4453125,362.5654297,76.94042969,80.41577148,59.49511719,59.18920898,60.3671875,14.46044922,12.17749023,7.018310547,301.9397888,-0.067624748,6.461283684,8.981939316,-1.551965714,-2.732313156,-,-,-,-,-,-,-,-,-,-,-,-,-
12,2026,100524.9609,407.7423401,410.2955322,241.8671875,240.421875,242.2109375,343.5012207,67.8215332,71.71875,57.7355957,58.0546875,57.39160156,-6.776123047,-4.63671875,-11.28759766,303.0778198,-0.062441587,7.425510883,4.903754711,-1.394687653,-1.40630722,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2027,100423.2813,410.4282837,415.0204468,247.9765625,248.890625,247.7265625,354.4453125,81.453125,68.54101563,60.1328125,60.15820313,59.328125,-9.751953125,7.464355469,3.989257813,302.8901978,-0.072416306,7.342235088,6.125657082,-1.502861977,-1.744326591,-,-,-,-,-,-,-,-,-,-,-,-,-
2,2027,100319.4453,407.8321228,416.296875,278.625,278.46875,276.9140625,388.4390564,91.2906189,80.47265625,64.5171814,64.87109375,64.80859375,44.78125,28.07910156,23.91064453,304.9301147,-0.00804317,9.44412899,10.27837467,-0.141561508,-0.29851532,-,-,-,-,-,-,-,-,-,-,-,-,-
3,2027,100341.5625,428.7063599,421.2686157,302.7455444,303.7064209,302.7604065,422.7086487,95.60084534,135.0920105,68.24928284,66.93861389,67.32284546,55.88368225,40.17784119,49.21505737,305.5309448,0.026427925,8.752443314,10.5676012,0.941375732,0.215826035,-,-,-,-,-,-,-,-,-,-,-,-,-
4,2027,100232.1094,433.5933838,423.7104492,314.2265625,316.890625,314.984375,440.0407715,122.892334,105.8046875,70.07983398,67.8125,68.15014648,71.05981445,75.63720703,68.61108398,305.3789673,0.059564054,6.290662766,8.582118988,1.689015388,0.846913338,-,-,-,-,-,-,-,-,-,-,-,-,-
5,2027,100194.5781,424.8191528,425.1583252,315.0625,314.5078125,314.6015625,440.8151855,148.307373,171.2585449,67.88549805,67.80541992,67.984375,70.01879883,61.02832031,60.70629883,300.9543457,0.052769482,7.127775192,7.463934422,1.773033142,1.143576622,-,-,-,-,-,-,-,-,-,-,-,-,-
6,2027,99979.8125,422.5027466,425.7179871,308.9296875,310.578125,311.875,437.375,179.8671875,152.625,69.625,67.8671875,67.015625,63.53295898,49.02978516,54.12963867,300.3275146,0.049453795,8.961415291,6.726604462,1.631090164,1.253623962,-,-,-,-,-,-,-,-,-,-,-,-,-
7,2027,100071.2734,423.3443909,418.9407959,310.6484375,311.1484375,312.1796875,437.03125,163.5,197.3125,68.578125,67.3984375,67.2578125,50.59057617,26.77563477,43.24633789,300.4436646,0.031445086,9.731424332,8.615657806,0.984535217,1.48277092,-,-,-,-,-,-,-,-,-,-,-,-,-
8,2027,100123.0938,419.5950928,414.0401001,314,313.625,313.640625,436.625,176.3046875,172.4008789,66.5546875,66.76025391,67.203125,59.84301758,52.4453125,58.8840332,299.8489075,0.054553688,6.523469925,7.22441721,1.546532631,0.474367142,-,-,-,-,-,-,-,-,-,-,-,-,-
9,2027,100083.7109,422.2110596,415.2827759,302.3644409,302.3303528,302.203186,425.2160034,145.917038,167.2800903,66.37692261,66.55924988,66.78413391,45.61779785,29.97824097,49.49743652,299.9285278,0.001284063,9.012918472,9.584974289,0.076434135,-0.22612381,-,-,-,-,-,-,-,-,-,-,-,-,-
10,2027,100224.2344,418.4908447,410.4761353,280.1796875,281.109375,277.4609375,396.859375,104.546875,91.86328125,63.875,64.18359375,64.76185608,41.64819336,38.39624023,13.64624023,300.5186157,-0.05883646,10.63558865,13.88946438,-1.242627144,-1.595363617,-,-,-,-,-,-,-,-,-,-,-,-,-
11,2027,100471.9609,409.1244202,411.3513184,253.703125,253.9296875,253.5625,362.5625,86.96875,98.42431641,60.578125,59.76806641,60.7109375,19.81298828,2.171142578,3.252929688,301.2615967,-0.186786115,8.353411674,11.25708866,-3.312750816,-2.626461029,-,-,-,-,-,-,-,-,-,-,-,-,-
12,2027,100322.2813,387.9875488,413.7262268,242.703125,242.546875,239.1796875,343.5019531,65.18945313,65.546875,58.98632813,58.3828125,57.578125,-10.90527344,-12.03857422,-15.08276367,301.2478027,-0.108482718,6.90137291,7.122924805,-2.387971878,-1.807195663,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2028,100599.6406,403.3824463,385.4874878,250.0546875,249.0703125,249.1015625,354.4377441,66.28149414,74.16748047,60.91430664,60.08154297,60.53125,-3.923095703,-0.677490234,18.85424805,303.9039612,-0.04572928,7.020405293,8.147892952,-1.178770065,-2.958995819,-,-,-,-,-,-,-,-,-,-,-,-,-
2,2028,100313,424.465271,410.2565918,276.140625,278.9921875,276.7265625,388.4467773,86.13819885,78.81640625,64.97413635,64.48828125,63.68359375,28.19555664,31.04248047,27.93383789,306.8095093,0.049167514,8.231180191,7.632183552,0.85387516,-0.654953003,-,-,-,-,-,-,-,-,-,-,-,-,-
3,2028,100225.3281,432.8015137,425.4675293,303.3150024,304.8757019,304.2020874,422.7079468,107.2173309,77.96595764,67.53971863,68.93782043,67.73957825,51.08680725,52.61703491,81.90161133,306.7469482,0.013499618,13.0844841,10.50918293,0.708677292,0.641963959,-,-,-,-,-,-,-,-,-,-,-,-,-
4,2028,100374.1875,444.3699951,419.3422852,314.859375,314.546875,315.8125,440.0480957,89.5324707,110.5234375,69.5480957,69.5390625,68.5625,84.61474609,77.59667969,63.55566406,306.7911377,0.063297093,12.36391068,9.038386345,1.971663475,1.440861702,-,-,-,-,-,-,-,-,-,-,-,-,-
5,2028,100251.0313,437.4054565,427.6101685,313.578125,313.5703125,316.0703125,440.8208008,115.9067383,167.0263672,70.18017578,68.85449219,69.75,77.49804688,64.74975586,70.16381836,304.7003174,0.049894691,10.30847263,11.39024639,1.620988846,1.116036415,-,-,-,-,-,-,-,-,-,-,-,-,-
6,2028,100119.4063,430.8733826,428.9257202,310.0859375,312.2109375,311.1953125,437.359375,189.046875,126.5876465,67.828125,68.72827148,68.62719727,56.19335938,89.01025391,67.02319336,301.1866455,0.083218098,10.33220387,11.13812542,2.311813354,0.71176815,-,-,-,-,-,-,-,-,-,-,-,-,-
7,2028,100050.1875,421.5532227,419.8790283,310.53125,311.8671875,312.3515625,437.0234375,230.640625,214.6503906,67.1953125,67.12695313,67.1105957,27.12988281,46.37939453,49.63452148,298.8158875,0.128143013,8.640140533,8.298117638,2.887347221,1.96598053,-,-,-,-,-,-,-,-,-,-,-,-,-
8,2028,100068.0625,415.0991821,416.9133301,313.765625,312.90625,311.984375,436.6171875,165.7109375,193.0820313,67.375,66.90625,66.83862305,77.7421875,51.36206055,27.17431641,299.525116,0.019572735,7.493190765,7.936274529,0.572598457,1.952233315,-,-,-,-,-,-,-,-,-,-,-,-,-
9,2028,100374.1563,418.0392761,414.2940063,302.6390381,300.9738464,303.7932739,425.223114,156.2689362,140.0478973,66.32778931,67.63252258,67.02354431,42.98492432,37.46098328,66.82678223,299.3017578,-0.0075441,12.29418659,8.661480904,-0.062498093,0.304032326,-,-,-,-,-,-,-,-,-,-,-,-,-
10,2028,100250.7031,411.2303162,412.747467,280.4375,279.1015625,281.7109375,396.859375,96.47265625,102.5078125,64.48046875,64.953125,63.81858826,46.0012207,32.34106445,55.38647461,300.0658264,-0.093977511,13.71327972,9.109542847,-1.963528633,-1.207624435,-,-,-,-,-,-,-,-,-,-,-,-,-
11,2028,100521.5156,419.2079468,408.9695435,254.9921875,253.140625,253.8828125,362.5703125,88.7734375,114.1330566,59.140625,59.07055664,60.50048828,5.874023438,7.763183594,1.549072266,301.7871704,-0.103176236,7.290020943,10.54377079,-1.965679169,-3.092283249,-,-,-,-,-,-,-,-,-,-,-,-,-
12,2028,100568.2969,388.4324341,403.8988037,241.4296875,241.3984375,240.6953125,343.5004883,85.65673828,73.08959961,58.47705078,58.43334961,58.5078125,5.151611328,1.070556641,-8.237060547,300.0146484,-0.152956784,7.496253967,8.189002991,-2.882987022,-2.451085091,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2029,100514.5313,393.9940796,391.1240234,248.1796875,250.5234375,251.5859375,354.4467773,94.91552734,70.640625,60.01708984,60.9453125,60.5703125,4.537353516,5.178466797,11.14013672,300.1070557,-0.188528061,8.216421127,6.906942368,-2.977732658,-1.049797058,-,-,-,-,-,-,-,-,-,-,-,-,-
2,2029,100496.8984,411.3239746,390.8014526,274.59375,279.6015625,280.5546875,388.4375,127.515625,75.02081299,62.734375,64.52862549,65.01263428,6.388671875,29.37939453,46.16674805,300.0067444,-0.046569169,7.751517773,8.645565987,-1.076611519,-0.187249184,-,-,-,-,-,-,-,-,-,-,-,-,-
3,2029,100187.8594,411.7332153,429.3259583,305.0769653,303.6144714,304.6035156,422.7055054,99.06359863,92.8079071,68.31593323,68.4724884,68.80140686,57.25227356,67.95988464,56.82730103,303.0197144,0.00594902,12.79939938,12.90054607,0.379104614,1.659526825,-,-,-,-,-,-,-,-,-,-,-,-,-
4,2029,100206.0625,421.8680115,438.8536377,314.40625,315.9375,318.46875,440.0390625,141.3359375,91.8671875,68.734375,69.0703125,70.03222656,59.50585938,84.62133789,56.83764648,301.2184448,0.007422686,9.992856026,10.96702957,0.378638268,1.838701248,-,-,-,-,-,-,-,-,-,-,-,-,-
5,2029,100131.4063,418.2449341,435.781189,317.15625,313.6484375,314.640625,440.822998,105.994873,127.9140625,68.19018555,69.546875,70.578125,86.13500977,69.12866211,83.84667969,301.0469666,0.017683864,12.01170254,13.98242283,0.585898399,1.497630119,-,-,-,-,-,-,-,-,-,-,-,-,-
6,2029,99899.01563,421.6408081,430.7834473,310.84375,311.1484375,309.9140625,437.359375,173.640625,193.4560547,68.015625,67.25292969,69.35498047,61.0168457,51.75854492,91.88183594,299.916626,0.046120822,7.99341917,13.63951302,1.533496857,1.054689407,-,-,-,-,-,-,-,-,-,-,-,-,-
7,2029,100101.9688,420.3718262,420.6011963,311.0078125,310.640625,311.59375,437.03125,188.921875,203.9936523,67.625,67.66552734,67.07324219,41.3347168,38.69702148,39.58081055,299.2272339,0.049718201,11.15109825,8.987321854,1.452492714,1.860182762,-,-,-,-,-,-,-,-,-,-,-,-,-
8,2029,100075.0469,414.6582642,420.8908691,313.5390625,312.203125,312.5,436.6206055,174.222168,174.5246582,67.24560547,67.3215332,67.0246582,62.99389648,43.44262695,64.51586914,299.1486816,0.031256557,8.543996811,8.2819767,1.010145187,0.811372757,-,-,-,-,-,-,-,-,-,-,-,-,-
9,2029,100299.1563,415.2625427,418.3060303,302.0112915,301.461792,301.4451904,425.2157898,151.1405182,163.1775513,67.15170288,66.95826721,67.15792847,43.42999268,51.08375549,46.99604797,299.1846924,-0.025917292,10.35707188,10.89629841,-0.471721649,-0.827507973,-,-,-,-,-,-,-,-,-,-,-,-,-
10,2029,100415.1328,416.6033936,415.1771545,279.234375,279.515625,280.5625,396.8600769,109.8600769,106.1015625,64.6882019,64.015625,63.77734375,37.64306641,33.85986328,40.46337891,300.4892578,-0.085163534,10.42635155,9.523794174,-1.774038315,-1.080935478,-,-,-,-,-,-,-,-,-,-,-,-,-
11,2029,100442.8906,410.7590942,412.864563,256.796875,254.78125,254.2890625,362.5625,67.1640625,83.83105469,59.7265625,59.29980469,60.28125,9.8515625,15.66625977,13.02392578,302.3695068,-0.125525415,7.028748035,9.811876297,-2.237696648,-2.296889305,-,-,-,-,-,-,-,-,-,-,-,-,-
12,2029,100436.0078,395.4412231,409.4171143,242.2734375,242.1875,240.96875,343.5,62.9140625,67.921875,58.8125,58.4453125,58.3828125,-12.63232422,-4.034179688,-13.47045898,302.4094543,-0.115521431,7.018835545,7.643820286,-2.273509979,-1.661135674,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2030,100459.625,398.6759033,398.5283813,250.640625,248.75,250.1640625,354.4453125,74.75,71.9453125,60.6875,59.8671875,60.62646484,8.108642578,9.161376953,3.763671875,303.5118408,0.013139248,6.696568489,7.675561428,0.052229881,-2.495315552,-,-,-,-,-,-,-,-,-,-,-,-,-
2,2030,100456.6875,400.4020386,397.8342896,279.6328125,276.3203125,278.15625,388.4453125,79.59765625,118.734375,64.29296875,63.53125,64.45703125,36.66674805,30.20776367,31.18481445,304.019043,-0.052146673,7.315118313,8.697029114,-0.717553139,-0.906612396,-,-,-,-,-,-,-,-,-,-,-,-,-
3,2030,100459.7188,432.3109131,412.5200806,304.6539001,305.3256226,305.5718079,422.7121277,84.50979614,100.9441071,67.94233704,67.659729,68.82302856,60.13787842,61.54266357,61.29237366,307.3148804,0.072215199,9.916743279,12.36052132,1.810805321,0.527947426,-,-,-,-,-,-,-,-,-,-,-,-,-
4,2030,100346.4141,426.0359497,428.5817871,315.2265625,314.7734375,316.3046875,440.046875,120.4296875,121.796875,68.7578125,70.1953125,70.265625,92.49853516,68.73730469,85.76831055,302.8066101,0.055469513,13.6520443,13.49264908,1.733613968,1.159708977,-,-,-,-,-,-,-,-,-,-,-,-,-
5,2030,100194.5547,419.9542847,435.8061523,315.3203125,315.2578125,315.921875,440.8203125,127.4453125,136.8671875,68.59375,67.8984375,70.171875,88.83496094,80.11328125,79.05029297,300.5084229,0.037991345,6.877550602,12.86009693,1.432332993,1.577444077,-,-,-,-,-,-,-,-,-,-,-,-,-
6,2030,100114.9375,424.867218,425.3907776,312.1640625,311.9140625,310.421875,437.375,164.4453125,161.609375,67.421875,67.546875,69.29052734,62.75878906,81.34790039,71.86767578,300.6667786,0.112984061,8.060465813,13.37526512,2.484279633,2.103215218,-,-,-,-,-,-,-,-,-,-,-,-,-
7,2030,100201.5,420.5179443,427.7744446,310.9140625,312.0859375,312.734375,437.0258789,188.9165039,209.921875,68.11962891,66.625,67.15942383,58.55102539,26.88208008,58.38208008,299.7059631,0.073330283,7.805011749,8.104665756,1.909194946,1.776471138,-,-,-,-,-,-,-,-,-,-,-,-,-
8,2030,100008.25,416.1200562,420.9423218,313.2109375,312.2265625,311.953125,436.6176758,174.5473633,173.6640625,67.00048828,67.4453125,67.15625,55.51513672,51.73388672,48.89941406,299.1730347,0.031902432,9.420290947,9.130411148,1.058884621,1.501588821,-,-,-,-,-,-,-,-,-,-,-,-,-
9,2030,100341.0469,418.5152588,417.9829712,299.951355,302.2892456,302.4517822,425.2148743,150.989624,159.7846527,68.56436157,66.4750061,66.48283386,36.90200806,43.84500122,40.13540649,299.8451538,-0.018304288,8.748393059,8.516578674,-0.297357559,0.023043633,-,-,-,-,-,-,-,-,-,-,-,-,-
10,2030,100399.5625,420.0522156,421.106781,282.5859375,279.2578125,281.6328125,396.859375,92.8359375,118.6328125,62.9375,64.1328125,63.8359375,47.53808594,41.14306641,44.12109375,301.4837036,-0.031795144,10.99334335,9.075202942,-1.031616211,-1.147963524,-,-,-,-,-,-,-,-,-,-,-,-,-
11,2030,100506.8828,409.3156738,411.5831909,256.0390625,255.25,254.390625,362.5625,75.015625,89.2578125,59.5546875,59.578125,60.18774414,14.24609375,2.421630859,2.365478516,301.5531616,-0.140814602,7.145005226,8.925916672,-2.706349373,-1.70663929,-,-,-,-,-,-,-,-,-,-,-,-,-
12,2030,100611.4063,400.6401367,407.3273315,241.734375,239.890625,241.4375,343.5007324,68.71166992,69.609375,58.35229492,58.1171875,57.78125,-3.867675781,-6.285644531,-6.905273438,301.789917,-0.119848192,7.502233505,6.13887167,-2.465096474,-2.308817863,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2031,100454.4375,407.2853699,409.6095581,249.890625,249.8359375,249.5703125,354.4453125,73.265625,70.046875,60.2265625,60.2578125,60.1171875,0.851074219,5.908447266,9.836425781,303.5908203,-0.029005289,6.89585638,6.896803856,-0.890432358,-0.794546127,-,-,-,-,-,-,-,-,-,-,-,-,-
2,2031,100589.4688,392.7804565,410.5198364,279.6640625,277.7578125,277.6953125,388.4474182,84.58413696,102.3632813,64.76382446,63.50390625,64.73828125,30.92553711,31.60351563,29.26123047,303.4780273,-0.113931477,6.714888096,9.728366852,-1.734607697,-0.591246605,-,-,-,-,-,-,-,-,-,-,-,-,-
3,2031,100173.2031,421.38797,434.5735168,305.2016296,306.1636047,306.3062744,422.7068481,89.1534729,95.14437866,68.81257629,67.22328186,67.20306396,59.54653931,58.38487244,62.47619629,307.1437988,0.003398478,8.148174286,8.333706856,0.414036751,1.680542946,-,-,-,-,-,-,-,-,-,-,-,-,-
4,2031,100107.1719,431.2106934,438.8404541,313.734375,314.5859375,314.1796875,440.0490723,139.6818848,91.47900391,69.54125977,70.39306641,69.61157227,62.31054688,75.82714844,61.90161133,303.6773071,0.052306831,14.09259892,12.55840969,1.571058273,1.384396553,-,-,-,-,-,-,-,-,-,-,-,-,-
5,2031,100085.0313,422.0925293,427.0549316,314.4609375,313.4296875,313.5859375,440.815918,143.003418,141.8671875,68.66748047,69.3203125,68.12548828,61.61767578,79.07910156,66.11401367,300.6459351,0.048615158,11.36614037,8.205938339,1.656309128,1.234359741,-,-,-,-,-,-,-,-,-,-,-,-,-
6,2031,100220.6875,424.4994202,425.2857056,311.7890625,310.421875,309.984375,437.3615723,150.1506348,196.5341797,67.60375977,67.61230469,68.30859375,76.45727539,38.81738281,52.14135742,300.3769836,0.015850604,9.391405106,10.87824249,0.502204895,0.864322662,-,-,-,-,-,-,-,-,-,-,-,-,-
