year,month,X478002,X478201,X459201,X459203,X459204,X48012,X48032,X48053,X48092,X48172,X48062,X48182,X48121,X9042,X9052,X9062,X9102,X9160,X48160,X48201,X48131,X48100,X48150,X48193,X48241
1976,11,1.87,2.28,3.9,2.603333333,1.603333333,1.69,2.173333333,1.713333333,3.496666667,1.013333333,2.23,1.25,2.196666667,3.2,3.96,0,4.533333333,1.456666667,1.553333333,1.51,1.763333333,3.453333333,2.13,2.273333333,2.053333333
1976,12,0.083870968,0,0,0.396774194,0,0,0,0,0.209677419,0.087096774,1.067741935,0,0.341935484,0,0.9,0,0,0.041935484,0.84516129,0.290322581,0.051612903,0,1.674193548,0,0.258064516
1977,1,0.541935484,0.3,0.129032258,0.183870968,0.087096774,0,0.032258065,0.987096774,0,0.138709677,0.75483871,0.325806452,0.993548387,0.041935484,0,0,0,0.248387097,0.048387097,0.183870968,0,0.419354839,0,0.3,0.248387097
1977,2,1.335714286,1.703571429,1.910714286,1.428571429,2.564285714,2.042857143,2.503571429,1.217857143,0.910714286,0.682142857,0.314285714,1.460714286,0.842857143,0.939285714,1.332142857,0,0.160714286,1.153571429,0.539285714,0.875,0.571428571,2.139285714,0.985714286,1.7,1.182142857
1977,3,0.867741935,0.664516129,1.090322581,1.351612903,0.941935484,2.403225806,1.703225806,1.525806452,0.387096774,0.3,1.112903226,0.983870968,0,0.2,2.187096774,0,3.241935484,0.638709677,2.061290323,0.719354839,0.838709677,0.251612903,1.725806452,0.670967742,0.677419355
1977,4,1.383333333,2.17,4.046666667,1.78,0.78,0.016666667,2.276666667,0.51,0.15,1.003333333,0.553333333,0.47,1.61,1.686666667,2.656666667,0,0.783333333,3.5,1.6,1.553333333,2.603333333,4.006666667,1.073333333,2.16,1.47
1977,5,2.664516129,2.493548387,6.44516129,3.680645161,2.651612903,3.222580645,4.390322581,1.677419355,9.680645161,2.135483871,5.016129032,1.738709677,3.577419355,4.235483871,6.032258065,2.222580645,0.432258065,6.158064516,6.403225806,2.112903226,0.941935484,3.290322581,3.603225806,2.493548387,5.538709677
1977,6,3.063333333,2.506666667,1.9,1.873333333,3.083333333,2.27,5.966666667,2.53,0.31,3,2.396666667,2.063333333,3.486666667,1.643333333,1.486666667,4.946666667,0.333333333,3.693333333,4.27,4.566666667,8.71,3.353333333,3.44,2.503333333,1.883333333
1977,7,7.125806452,7.067741935,3.051612903,4.1,7.94516129,8.519354839,12.06129032,7.706451613,3.374193548,4.487096774,7.15483871,5.887096774,6.041935484,3.55483871,1.751612903,4.132258065,2.296774194,2.590322581,8.870967742,6.774193548,8.474193548,8.94516129,9.4,7.070967742,4.687096774
1977,8,2.8,2.158064516,3.806451613,2.132258065,1.85483871,2.55483871,5.841935484,2.941935484,2.177419355,2.351612903,2.087096774,1.764516129,2.306451613,2.603225806,2.596774194,2.725806452,7.35483871,1.858064516,3.625806452,3.793548387,7.512903226,2.761290323,2.493548387,2.161290323,2.090322581
1977,9,3.493333333,2.773333333,6.32,4.733333333,4.896666667,3.386666667,8.7,3.296666667,3.176666667,3.353333333,5.413333333,3.016666667,2.323333333,7.35,7.053333333,4.813333333,7.6,6.783333333,3.643333333,4.983333333,9.383333333,3.143333333,3.316666667,2.763333333,4.27
1977,10,4.835483871,4.861290323,1.958064516,9.616129032,18.7516129,5.029032258,6.225806452,6.735483871,3.567741935,2.590322581,6.596774194,9.087096774,5.25483871,6.461290323,11.15483871,3.906451613,9.412903226,6.461290323,5.238709677,4.564516129,6.329032258,3.909677419,5.825806452,4.861290323,6.696774194
1977,11,0.823333333,1.71,1.2,1.596666667,4.086666667,2.03,0.26,1.08,0,0.35,1.593333333,1.953333333,0.566666667,0.09,1.173333333,0.323333333,1.76,0.88,1.366666667,0.626666667,1.206666667,1.93,1.043333333,1.706666667,1.34
1977,12,0.029032258,0.019354839,0.016129032,0.038709677,0.203225806,0,0,0,0,0.019354839,0.012903226,0.074193548,0.116129032,0.15483871,0,0.251612903,0,0,0.358064516,0.022580645,0,0,0,0.019354839,0.041935484
1978,1,2.525806452,2.903225806,2.606451613,1.932258065,1.516129032,3.067741935,1.290322581,2.925806452,0.067741935,0.822580645,0.751612903,1.693548387,1.012903226,0.590322581,1.996774194,0.409677419,0.596774194,0.509677419,1.529032258,1.406451613,1.990322581,4.070967742,1.667741935,2.903225806,1.687096774
1978,2,3.392857143,6.510714286,3.696428571,6.017857143,9.171428571,5.610714286,1.957142857,8.35,0,2.060714286,5.364285714,6.275,7.017857143,4.853571429,5.407142857,2.428571429,2.875,6.132142857,2.217857143,3.496428571,3.214285714,8.892857143,5.360714286,6.5,4.475
1978,3,0,0.087096774,0.141935484,0.019354839,0.025806452,0.2,0,0,0,0,0,0.025806452,0,0,0,0.690322581,0,0,0,0.019354839,0,0.122580645,0,0.087096774,0.029032258
